,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
881,Western,Odisha,Mathura,22,Market,2004,3.5,4.9,254,No,Few,Historical,Morning
882,Southern,West Bengal,Etawah,18,Palace,1642,2.8,3.9,493,No,Few,Religious,Evening
883,Southern,Delhi,Rayagada,4,Mosque,1775,3.6,4.0,239,Yes,Many,Religious,Afternoon
884,Western,Karnataka,Bargarh,47,Palace,1551,4.3,3.7,237,No,Many,Recreational,Morning
885,Northern,Delhi,Sangli,26,Garden,1741,3.0,3.3,316,No,Few,Historical,Evening
886,Southern,Uttar Pradesh,Balasore,19,Beach,1994,2.4,4.5,301,No,Many,Local,Evening
887,Northern,Delhi,Balasore,7,Palace,1712,2.9,5.0,313,No,Few,Historical,Afternoon
888,Eastern,Gujarat,Jhansi,21,Monument,1563,3.5,4.6,273,Yes,None,Recreational,Afternoon
889,Southern,Maharashtra,Kharagpur,43,Mosque,1884,4.2,4.9,481,No,Many,Religious,Afternoon
890,Northern,Gujarat,Valsad,38,Monument,1877,3.4,4.1,400,No,Few,Recreational,Afternoon
891,Western,Delhi,Barasat,47,Market,1914,2.1,3.8,208,Yes,None,Religious,Morning
892,Eastern,Gujarat,Thrissur,45,Palace,1727,2.3,4.9,295,No,None,Local,Morning
893,Northern,Kerala,Basti,29,Palace,1952,3.4,3.9,354,No,Many,Scenic,Evening
894,Western,Kerala,Valsad,32,Mosque,1983,2.0,3.3,238,No,None,Recreational,Afternoon
895,Eastern,Gujarat,Mehsana,45,Market,1966,3.6,4.8,387,No,Few,Recreational,Afternoon
896,Eastern,Kerala,Akola,30,Market,1713,3.4,4.8,334,No,Many,Recreational,Evening
897,Southern,Uttar Pradesh,Bidar,39,Palace,1610,3.0,4.5,476,Yes,Many,Scenic,Evening
898,Western,Delhi,Latur,48,Market,1540,3.3,4.0,439,Yes,Many,Religious,Morning
899,Western,Kerala,Sangli,49,Monument,1984,4.6,4.4,329,Yes,None,Local,Morning
900,Northern,West Bengal,Jalna,11,Palace,1793,4.8,4.8,380,No,Few,Scenic,Evening
901,Western,Maharashtra,Hassan,16,Beach,1632,2.8,3.2,319,Yes,Few,Local,Evening
902,Southern,Maharashtra,Rewari,34,Park,1831,3.0,4.0,275,No,Few,Religious,Morning
903,Southern,Maharashtra,Bareilly,25,Mosque,1923,3.0,4.3,475,No,Many,Historical,Evening
904,Eastern,Delhi,Kottayam,25,Beach,1932,2.4,3.9,481,Yes,Few,Religious,Evening
905,Southern,Uttar Pradesh,Shivamogga,12,Park,1760,3.4,4.8,332,No,None,Local,Afternoon
906,Northern,Kerala,Shivamogga,43,Beach,1847,2.5,3.8,367,No,Few,Religious,Evening
907,Western,Kerala,Morbi,38,Monument,1980,4.4,4.3,215,Yes,Few,Religious,Afternoon
908,Eastern,Maharashtra,Kottayam,42,Mosque,1655,2.1,4.8,469,Yes,Few,Religious,Afternoon
909,Eastern,Delhi,Valsad,1,Market,1504,4.8,3.8,365,No,Few,Scenic,Afternoon
910,Eastern,Uttar Pradesh,Kharagpur,17,Monument,1994,4.9,4.5,259,No,Few,Scenic,Afternoon
911,Western,West Bengal,Basti,16,Garden,1739,4.7,3.6,260,No,Few,Historical,Morning
912,Southern,Delhi,Hassan,45,Beach,1676,2.1,4.8,488,Yes,None,Historical,Morning
913,Eastern,Uttar Pradesh,Raichur,26,Market,1839,4.4,3.6,340,No,None,Religious,Morning
914,Western,Kerala,Mathura,29,Monument,1975,3.6,3.4,384,Yes,None,Historical,Morning
915,Eastern,Karnataka,Kasaragod,44,Palace,1664,2.0,4.5,315,No,Many,Local,Morning
916,Western,Delhi,Pattamundai,10,Monument,1973,4.6,4.4,455,Yes,Many,Local,Morning
917,Northern,West Bengal,Pattamundai,48,Garden,1958,4.7,4.4,202,No,Few,Local,Evening
918,Northern,Uttar Pradesh,Palakkad,41,Palace,1528,4.4,3.9,476,No,None,Local,Evening
919,Northern,West Bengal,Raichur,3,Mosque,1600,2.8,4.7,348,No,Few,Scenic,Morning
920,Northern,West Bengal,Alappuzha,41,Beach,1936,3.3,4.4,496,Yes,Few,Local,Morning
921,Northern,Kerala,Jamnagar,25,Monument,2020,3.5,3.5,341,No,Many,Recreational,Afternoon
922,Eastern,Uttar Pradesh,Anand,38,Mosque,1676,2.3,4.8,462,No,Many,Local,Evening
923,Eastern,Delhi,Barasat,16,Palace,1666,2.1,4.7,476,No,None,Local,Afternoon
924,Western,Karnataka,Pathanamthitta,2,Palace,1705,2.7,3.4,434,Yes,None,Scenic,Afternoon
925,Southern,Kerala,Rewari,15,Market,1649,4.3,4.1,499,Yes,None,Recreational,Afternoon
926,Southern,Karnataka,Jharsuguda,35,Garden,2000,2.7,3.1,396,No,None,Scenic,Evening
927,Northern,Karnataka,Gulbarga,26,Garden,1872,2.6,4.0,452,Yes,None,Historical,Afternoon
928,Eastern,Odisha,Faizabad,15,Palace,1608,2.4,4.8,413,No,Many,Scenic,Morning
929,Eastern,Odisha,Jharsuguda,34,Monument,1858,2.7,4.4,269,No,Many,Recreational,Morning
930,Western,Kerala,Brahmapur,36,Market,1791,2.4,3.3,282,Yes,None,Scenic,Morning
931,Western,Uttar Pradesh,Kharagpur,44,Park,1628,2.9,3.9,457,Yes,Many,Scenic,Morning
932,Western,Maharashtra,Mathura,36,Beach,1712,4.2,3.5,459,Yes,Few,Historical,Evening
933,Southern,Maharashtra,Kottayam,18,Mosque,1997,4.9,3.5,296,No,None,Religious,Evening
934,Northern,West Bengal,Sonipat,46,Garden,1669,2.1,3.3,232,No,None,Religious,Afternoon
935,Western,Kerala,Gulbarga,20,Mosque,1837,3.4,4.0,273,No,None,Historical,Evening
936,Northern,Kerala,Kharagpur,5,Beach,1761,3.1,3.3,231,Yes,Many,Recreational,Evening
937,Eastern,Kerala,Kottayam,28,Monument,1651,4.6,3.7,277,Yes,None,Recreational,Afternoon
938,Western,Maharashtra,Basti,6,Park,1837,4.2,4.8,366,Yes,Few,Scenic,Afternoon
939,Western,Karnataka,Mysuru,47,Garden,1960,3.5,3.2,411,Yes,Many,Local,Afternoon
940,Eastern,Delhi,Raichur,17,Beach,1549,2.1,3.1,296,Yes,Many,Religious,Evening
941,Southern,Maharashtra,Malda,24,Monument,2000,2.9,4.5,315,Yes,Few,Scenic,Evening
942,Western,Maharashtra,Gulbarga,6,Monument,1726,2.3,4.7,423,No,Many,Religious,Evening
943,Western,Kerala,Rohtak,45,Beach,1705,4.3,4.1,237,Yes,None,Religious,Afternoon
944,Western,Odisha,Koraput,50,Garden,1693,3.9,3.7,252,Yes,None,Scenic,Afternoon
945,Eastern,Gujarat,Alappuzha,41,Monument,2008,2.4,3.6,229,No,None,Historical,Afternoon
946,Western,West Bengal,Saharanpur,38,Beach,1778,3.1,3.8,287,No,Many,Historical,Afternoon
947,Northern,Karnataka,Navsari,42,Park,1700,3.1,3.4,395,No,Many,Scenic,Afternoon
948,Southern,Odisha,Koraput,50,Park,1760,4.2,4.2,447,Yes,Many,Scenic,Morning
949,Northern,Karnataka,Anand,48,Garden,1720,2.9,3.5,202,Yes,None,Scenic,Evening
950,Southern,Delhi,Krishnanagar,43,Mosque,1541,2.3,3.6,479,No,Many,Historical,Afternoon
951,Southern,Karnataka,Patan,50,Monument,1934,4.2,4.4,275,No,Few,Local,Evening
952,Eastern,West Bengal,Morbi,31,Beach,1670,2.7,4.8,286,No,Few,Historical,Afternoon
953,Western,Kerala,Raichur,9,Beach,1685,3.2,3.5,321,No,Few,Scenic,Evening
954,Western,Kerala,Amravati,23,Palace,1752,3.5,3.8,424,Yes,Many,Recreational,Afternoon
955,Northern,West Bengal,Jamnagar,22,Garden,1734,3.7,3.7,392,Yes,Many,Religious,Afternoon
956,Southern,Delhi,Akola,48,Palace,1927,3.9,3.5,495,Yes,None,Local,Morning
957,Eastern,Odisha,Palakkad,42,Market,1706,3.1,4.7,209,Yes,Few,Scenic,Morning
958,Western,Maharashtra,Bardhaman,28,Park,1627,3.7,4.9,457,Yes,Few,Local,Morning
959,Western,Delhi,Akola,39,Garden,1875,3.7,4.2,292,Yes,Many,Religious,Evening
960,Eastern,West Bengal,Sangli,28,Monument,1844,4.4,5.0,241,Yes,Many,Historical,Morning
961,Northern,Karnataka,Etawah,7,Mosque,1692,4.4,3.9,434,Yes,None,Recreational,Evening
962,Northern,Delhi,Rayagada,42,Mosque,1954,3.6,4.4,422,Yes,Few,Historical,Morning
963,Southern,Maharashtra,Panipat,38,Mosque,1762,4.3,4.2,485,Yes,None,Religious,Evening
964,Eastern,Karnataka,Krishnanagar,40,Garden,1902,2.4,4.8,372,No,Many,Local,Afternoon
965,Northern,Odisha,Jharsuguda,8,Beach,1877,4.0,4.1,362,No,Many,Scenic,Evening
966,Western,Odisha,Pattamundai,22,Beach,1537,3.5,4.6,351,No,Many,Recreational,Morning
967,Eastern,Delhi,Kasaragod,33,Palace,1780,3.2,4.2,267,No,Many,Historical,Afternoon
968,Northern,Karnataka,Brahmapur,6,Market,1887,3.6,3.6,431,Yes,Few,Local,Morning
969,Eastern,Odisha,Balasore,13,Beach,2000,3.3,4.7,292,Yes,Many,Religious,Afternoon
970,Western,Odisha,Haldia,15,Mosque,1820,3.2,4.5,226,Yes,None,Religious,Evening
971,Northern,Gujarat,Latur,3,Garden,1885,3.7,4.4,206,Yes,Few,Scenic,Afternoon
972,Eastern,Delhi,Malda,5,Monument,1829,4.8,4.5,450,No,None,Scenic,Afternoon
973,Eastern,West Bengal,Jhansi,27,Beach,1998,3.7,3.8,275,Yes,Few,Religious,Afternoon
974,Eastern,Kerala,Latur,29,Mosque,1836,4.1,4.6,327,Yes,None,Local,Evening
975,Southern,Odisha,Sonipat,5,Mosque,1950,2.9,3.5,357,Yes,None,Local,Afternoon
976,Southern,Maharashtra,Pathanamthitta,39,Monument,1884,3.1,3.3,327,Yes,Few,Scenic,Afternoon
977,Southern,West Bengal,Hassan,8,Garden,2015,2.6,4.5,356,Yes,Many,Local,Morning
978,Northern,Delhi,Bidar,31,Park,1721,3.2,4.5,387,Yes,Many,Recreational,Afternoon
979,Eastern,Delhi,Amravati,11,Park,1933,2.4,4.0,311,No,Many,Historical,Evening
980,Eastern,Uttar Pradesh,Navsari,26,Park,1846,2.1,4.7,356,No,Many,Religious,Afternoon
981,Northern,West Bengal,Chandrapur,38,Garden,1842,4.1,4.3,358,Yes,Many,Religious,Morning
982,Southern,Delhi,Chandrapur,40,Monument,1779,3.8,3.9,311,No,Many,Local,Morning
983,Eastern,Odisha,Rewari,42,Garden,1802,2.2,4.6,312,No,None,Scenic,Afternoon
984,Southern,West Bengal,Jharsuguda,47,Park,1786,3.4,4.5,212,Yes,Many,Local,Evening
985,Eastern,Gujarat,Hassan,48,Monument,1991,3.3,4.4,430,No,None,Recreational,Evening
986,Southern,Gujarat,Kottayam,19,Market,1944,4.5,4.0,285,Yes,Many,Recreational,Afternoon
987,Eastern,Kerala,Kharagpur,3,Monument,1911,2.5,4.3,232,No,None,Historical,Afternoon
988,Eastern,Delhi,Faizabad,27,Palace,1937,3.5,4.3,308,No,Few,Scenic,Afternoon
989,Northern,Delhi,Faizabad,31,Monument,1825,3.9,4.4,471,Yes,None,Religious,Afternoon
990,Southern,Kerala,Latur,30,Palace,1724,3.5,3.0,208,Yes,Many,Local,Morning
991,Eastern,Karnataka,Jalna,6,Market,1672,3.2,4.4,473,No,Many,Scenic,Afternoon
992,Western,Uttar Pradesh,Agra,32,Palace,1929,3.5,4.7,386,Yes,Few,Recreational,Evening
993,Southern,Kerala,Shivamogga,24,Monument,1612,2.2,4.8,277,Yes,Few,Historical,Morning
994,Southern,Karnataka,Sonipat,44,Monument,1579,2.8,3.6,317,Yes,Few,Local,Morning
995,Western,Kerala,Patan,42,Market,1878,3.9,3.1,223,No,None,Scenic,Afternoon
996,Southern,Uttar Pradesh,Hassan,1,Mosque,1708,4.9,3.2,294,No,None,Local,Afternoon
997,Western,Karnataka,Panipat,1,Monument,1920,4.4,4.1,245,No,Few,Scenic,Evening
998,Western,Uttar Pradesh,Latur,48,Garden,1991,2.3,3.4,277,Yes,Many,Local,Morning
999,Eastern,Maharashtra,Bahadurgarh,12,Beach,1876,2.7,3.7,440,No,None,Religious,Morning
1000,Southern,Gujarat,Amravati,4,Monument,1721,3.1,3.1,323,Yes,Many,Historical,Afternoon
1001,Eastern,Karnataka,Krishnanagar,16,Monument,1827,3.4,3.2,317,No,None,Local,Evening
1002,Western,West Bengal,Krishnanagar,23,Palace,1851,4.8,4.6,388,Yes,Many,Historical,Evening
1003,Northern,Maharashtra,Idukki,46,Park,1731,4.5,3.5,443,No,Many,Historical,Morning
1004,Eastern,Odisha,Gulbarga,11,Beach,1805,2.9,3.7,240,No,Many,Recreational,Evening
1005,Southern,Kerala,Mysuru,32,Park,1678,4.5,3.8,406,No,Few,Historical,Evening
1006,Eastern,Kerala,Balasore,11,Beach,1717,4.4,4.9,244,No,Few,Local,Afternoon
1007,Northern,Gujarat,Rewari,35,Garden,1575,2.1,3.7,447,Yes,Few,Local,Afternoon
1008,Southern,Delhi,Alappuzha,1,Beach,1555,3.7,4.6,287,No,Many,Religious,Afternoon
1009,Northern,Gujarat,Mysuru,7,Garden,1902,4.1,3.7,281,Yes,Many,Local,Morning
1010,Southern,Delhi,Patan,12,Garden,1803,4.0,4.5,365,Yes,Few,Recreational,Afternoon
1011,Eastern,Odisha,Navsari,47,Market,1771,3.6,3.1,453,No,None,Scenic,Morning
1012,Western,Kerala,Kasaragod,36,Beach,1722,3.8,3.7,326,No,Few,Religious,Evening
1013,Southern,Odisha,Rayagada,36,Mosque,1649,4.9,4.5,343,Yes,Few,Historical,Morning
1014,Southern,Delhi,Mehsana,31,Monument,1966,4.8,4.0,394,No,None,Historical,Evening
1015,Eastern,Karnataka,Rayagada,8,Mosque,1950,4.4,4.6,489,Yes,Many,Scenic,Evening
1016,Northern,Delhi,Anand,33,Beach,1516,4.5,4.6,203,No,None,Scenic,Morning
1017,Southern,Delhi,Latur,35,Beach,1669,3.4,3.0,251,No,None,Historical,Morning
1018,Northern,Karnataka,Bareilly,47,Market,1562,2.1,4.9,422,Yes,Many,Local,Evening
1019,Southern,Maharashtra,Patan,15,Park,1888,4.1,4.8,346,Yes,Many,Scenic,Morning
1020,Southern,Maharashtra,Jalna,33,Beach,2008,2.1,3.4,355,Yes,None,Scenic,Morning
1021,Eastern,Odisha,Jhansi,4,Park,1868,3.7,4.5,280,No,Many,Historical,Morning
1022,Northern,Delhi,Alappuzha,7,Garden,1656,2.8,3.4,456,No,Few,Local,Evening
1023,Southern,Kerala,Faizabad,16,Mosque,1964,3.2,4.7,326,Yes,Many,Local,Afternoon
1024,Southern,Maharashtra,Thrissur,18,Mosque,1732,2.1,3.5,233,No,Few,Scenic,Morning
1025,Northern,Karnataka,Mysuru,23,Mosque,1518,4.0,3.2,383,No,None,Scenic,Evening
1026,Southern,West Bengal,Krishnanagar,35,Garden,1739,3.8,4.3,233,No,None,Historical,Afternoon
1027,Eastern,Odisha,Akola,17,Palace,1746,4.2,4.9,263,Yes,Many,Recreational,Afternoon
1028,Eastern,Gujarat,Anand,33,Monument,1985,3.9,3.9,357,Yes,Few,Local,Morning
1029,Western,Maharashtra,Mathura,16,Park,1570,3.9,4.5,467,Yes,Few,Religious,Evening
1030,Western,Gujarat,Mysuru,23,Palace,1530,4.5,4.3,495,No,Few,Religious,Afternoon
1031,Western,Uttar Pradesh,Thrissur,32,Park,1595,2.4,3.1,335,Yes,Many,Historical,Afternoon
1032,Western,Odisha,Agra,17,Park,1608,3.8,3.2,457,Yes,None,Recreational,Afternoon
1033,Northern,Delhi,Navsari,10,Mosque,1635,4.4,4.9,499,Yes,Many,Recreational,Evening
1034,Northern,Karnataka,Pathanamthitta,13,Mosque,1695,2.4,3.5,370,Yes,None,Recreational,Evening
1035,Western,Delhi,Alappuzha,39,Beach,1858,2.0,3.5,443,Yes,Few,Historical,Afternoon
1036,Northern,Maharashtra,Basti,34,Market,1971,4.5,3.1,227,No,Few,Local,Evening
1037,Eastern,Karnataka,Shivamogga,25,Garden,1984,4.6,3.2,246,Yes,None,Recreational,Morning
1038,Southern,Kerala,Latur,26,Monument,1759,2.1,3.7,355,Yes,None,Local,Evening
1039,Eastern,Delhi,Pathanamthitta,32,Palace,1700,3.7,3.5,413,Yes,None,Local,Morning
1040,Southern,West Bengal,Mehsana,40,Palace,1695,3.9,3.3,414,No,None,Recreational,Afternoon
1041,Southern,Delhi,Jhansi,2,Beach,1680,3.7,4.1,406,Yes,Many,Religious,Afternoon
1042,Western,Uttar Pradesh,Valsad,47,Garden,1505,2.7,4.0,470,No,None,Scenic,Evening
1043,Western,Karnataka,Hassan,27,Park,1583,3.5,3.8,469,Yes,Many,Historical,Evening
1044,Southern,Gujarat,Hassan,35,Market,1809,3.7,4.6,425,No,None,Religious,Evening
1045,Eastern,Kerala,Agra,9,Market,1656,4.8,4.1,399,No,Many,Scenic,Evening
1046,Northern,Delhi,Etawah,43,Garden,1607,2.9,4.4,353,No,Many,Scenic,Afternoon
1047,Western,Uttar Pradesh,Rayagada,44,Monument,1995,2.5,4.0,409,No,None,Recreational,Afternoon
1048,Northern,Gujarat,Akola,21,Palace,1524,4.1,5.0,318,Yes,Many,Religious,Morning
1049,Southern,Kerala,Sangli,6,Monument,1970,5.0,4.8,396,No,None,Historical,Evening
1050,Western,Delhi,Malda,44,Park,1589,2.5,4.7,298,No,Few,Local,Morning
1051,Southern,Gujarat,Faizabad,11,Beach,1506,4.9,4.3,292,Yes,Many,Scenic,Morning
1052,Eastern,West Bengal,Shivamogga,16,Beach,1515,4.2,4.9,258,No,Many,Religious,Evening
1053,Eastern,Kerala,Sangli,10,Monument,1989,4.5,4.0,374,Yes,None,Recreational,Afternoon
1054,Eastern,Gujarat,Jhansi,5,Palace,2005,4.0,4.9,350,Yes,None,Scenic,Afternoon
1055,Eastern,Gujarat,Agra,14,Monument,1711,2.3,4.3,466,No,Few,Religious,Evening
1056,Eastern,Maharashtra,Brahmapur,5,Garden,2020,4.5,4.3,399,Yes,Few,Local,Morning
1057,Western,Delhi,Alappuzha,7,Palace,1985,3.0,3.1,366,No,Many,Scenic,Afternoon
1058,Western,West Bengal,Thrissur,22,Mosque,1725,3.4,4.2,242,Yes,Many,Recreational,Evening
1059,Eastern,Uttar Pradesh,Pathanamthitta,33,Beach,1651,4.0,3.2,407,No,Many,Local,Morning
1060,Northern,Maharashtra,Pattamundai,24,Beach,1702,3.9,4.2,279,Yes,Many,Scenic,Morning
1061,Western,Karnataka,Bidar,12,Palace,1585,3.0,3.5,415,No,Few,Local,Afternoon
1062,Northern,Karnataka,Agra,7,Beach,2014,4.4,4.3,323,Yes,Many,Local,Evening
1063,Northern,Maharashtra,Anand,25,Palace,1863,3.2,3.1,262,Yes,Many,Local,Evening
1064,Southern,Karnataka,Krishnanagar,33,Market,1523,4.7,4.0,471,No,Many,Recreational,Morning
1065,Eastern,Karnataka,Thrissur,45,Mosque,1863,4.6,4.5,244,No,None,Local,Morning
1066,Northern,Delhi,Jhansi,38,Market,1943,3.1,4.1,427,Yes,None,Recreational,Morning
1067,Southern,West Bengal,Rewari,22,Mosque,1809,2.6,4.4,357,Yes,Few,Historical,Morning
1068,Western,Kerala,Bahadurgarh,49,Garden,1513,2.2,3.6,337,No,Many,Scenic,Morning
1069,Northern,West Bengal,Saharanpur,27,Market,1900,3.7,4.8,427,Yes,Many,Religious,Afternoon
1070,Western,Gujarat,Balasore,35,Park,1883,3.8,4.5,440,Yes,Few,Recreational,Evening
1071,Western,West Bengal,Jamnagar,38,Mosque,1769,2.4,4.8,308,No,None,Scenic,Afternoon
1072,Eastern,West Bengal,Shivamogga,23,Beach,1505,4.5,3.0,217,No,None,Local,Afternoon
1073,Eastern,Delhi,Latur,7,Market,1770,2.9,4.6,218,No,Few,Recreational,Evening
1074,Southern,Karnataka,Pathanamthitta,37,Monument,1521,4.5,4.8,468,Yes,None,Religious,Afternoon
1075,Southern,Kerala,Jalna,46,Park,1753,3.1,4.4,304,Yes,Few,Religious,Afternoon
1076,Southern,Maharashtra,Palakkad,25,Monument,1816,3.3,3.1,210,Yes,Many,Scenic,Afternoon
1077,Western,West Bengal,Krishnanagar,9,Palace,1935,4.8,3.9,386,Yes,Few,Historical,Morning
1078,Southern,West Bengal,Rohtak,16,Park,1752,4.0,3.3,355,No,None,Local,Evening
1079,Eastern,Karnataka,Sangli,40,Market,1730,4.5,5.0,383,No,Few,Recreational,Morning
1080,Northern,West Bengal,Anand,47,Beach,1922,3.9,3.7,276,No,None,Recreational,Afternoon
1081,Western,Delhi,Raichur,37,Mosque,1848,3.3,3.0,382,Yes,Many,Religious,Morning
1082,Southern,Delhi,Balasore,49,Beach,1884,4.4,4.8,234,Yes,Many,Historical,Morning
1083,Southern,Uttar Pradesh,Sonipat,5,Mosque,1794,2.9,3.2,471,No,Few,Historical,Afternoon
1084,Southern,Gujarat,Rayagada,24,Market,1804,2.6,3.3,223,No,None,Scenic,Afternoon
1085,Southern,Delhi,Bardhaman,32,Market,1756,2.7,3.0,422,No,Few,Scenic,Evening
1086,Eastern,Gujarat,Thrissur,11,Mosque,1699,3.0,3.2,497,No,Few,Scenic,Evening
1087,Eastern,Delhi,Patan,24,Mosque,1957,4.4,4.1,409,Yes,Few,Local,Morning
1088,Northern,West Bengal,Navsari,14,Market,1928,2.2,3.7,430,No,Many,Local,Evening
1089,Southern,Kerala,Patan,33,Palace,1646,4.6,4.5,269,Yes,Few,Scenic,Evening
1090,Eastern,Kerala,Palakkad,7,Garden,1915,3.5,5.0,249,No,Many,Historical,Evening
1091,Eastern,Karnataka,Basti,9,Park,1844,4.0,3.6,448,Yes,Few,Religious,Afternoon
1092,Eastern,Gujarat,Pattamundai,47,Monument,1681,4.7,3.6,395,No,Few,Scenic,Afternoon
1093,Eastern,Gujarat,Navsari,20,Park,1756,2.0,4.3,272,Yes,Few,Religious,Morning
1094,Northern,Gujarat,Koraput,36,Market,1527,4.6,4.0,389,No,None,Historical,Evening
1095,Eastern,Karnataka,Rayagada,38,Park,1800,4.2,3.2,461,No,None,Scenic,Evening
1096,Western,Gujarat,Pathanamthitta,31,Market,1577,4.8,3.5,332,No,Few,Scenic,Afternoon
1097,Western,Gujarat,Alappuzha,20,Garden,1800,4.3,4.3,366,No,Few,Religious,Evening
1098,Eastern,Delhi,Agra,36,Garden,1898,2.2,3.9,457,Yes,Few,Local,Afternoon
1099,Southern,West Bengal,Etawah,8,Monument,1796,2.6,4.3,480,Yes,Many,Scenic,Morning
1100,Western,West Bengal,Mehsana,31,Park,1708,4.8,4.4,351,Yes,Few,Scenic,Morning
1101,Northern,Delhi,Hisar,12,Monument,1748,2.4,3.6,335,No,Many,Recreational,Afternoon
1102,Western,Delhi,Thrissur,1,Beach,1723,3.2,4.8,448,No,None,Local,Morning
1103,Eastern,West Bengal,Mysuru,25,Mosque,1519,4.5,3.9,459,No,None,Scenic,Afternoon
1104,Western,West Bengal,Shivamogga,32,Park,1943,4.1,3.6,249,Yes,Few,Historical,Evening
1105,Southern,Kerala,Sonipat,32,Park,1589,4.0,3.0,270,No,Many,Local,Morning
1106,Western,Uttar Pradesh,Mehsana,3,Market,2006,3.9,3.4,500,Yes,Few,Historical,Afternoon
1107,Northern,Gujarat,Sonipat,42,Palace,1764,2.2,3.3,234,Yes,Many,Local,Afternoon
1108,Eastern,Kerala,Hisar,38,Mosque,1856,2.0,3.5,295,No,None,Local,Morning
1109,Western,Kerala,Chandrapur,9,Market,1801,4.9,3.1,329,Yes,Few,Historical,Morning
1110,Eastern,Gujarat,Kharagpur,26,Monument,1721,4.3,3.3,255,Yes,None,Recreational,Evening
1111,Eastern,Delhi,Saharanpur,7,Garden,1869,3.5,3.4,376,No,Many,Scenic,Evening
1112,Northern,Gujarat,Saharanpur,37,Mosque,1742,3.8,4.8,422,Yes,Few,Recreational,Afternoon
1113,Western,Maharashtra,Amravati,10,Mosque,1593,5.0,3.4,444,Yes,None,Recreational,Morning
1114,Southern,Kerala,Pattamundai,5,Mosque,1554,2.6,3.3,341,Yes,None,Recreational,Evening
1115,Southern,Kerala,Rayagada,49,Market,1665,4.7,5.0,235,Yes,Few,Local,Evening
1116,Eastern,Uttar Pradesh,Balasore,50,Monument,1618,3.0,3.6,425,Yes,Few,Local,Afternoon
1117,Western,Karnataka,Akola,43,Monument,1684,4.8,3.1,237,Yes,Many,Scenic,Morning
1118,Southern,Gujarat,Pathanamthitta,10,Beach,1831,4.1,3.9,263,Yes,Few,Historical,Morning
1119,Northern,Odisha,Kharagpur,20,Garden,1677,2.2,3.2,436,No,None,Historical,Afternoon
1120,Southern,Kerala,Pattamundai,16,Market,1948,3.9,4.0,493,Yes,Many,Scenic,Morning
1121,Northern,Gujarat,Faizabad,44,Market,1680,4.3,3.5,357,Yes,None,Local,Morning
1122,Western,Odisha,Kottayam,6,Mosque,1926,2.2,4.4,289,Yes,Many,Historical,Afternoon
1123,Western,Maharashtra,Bidar,10,Market,1780,2.2,3.5,300,No,None,Historical,Evening
1124,Southern,Delhi,Bareilly,7,Park,1511,4.3,4.9,348,No,Many,Local,Morning
1125,Southern,Delhi,Sangli,43,Market,1702,3.3,3.5,403,Yes,Many,Local,Evening
1126,Eastern,Uttar Pradesh,Kottayam,3,Palace,1523,3.0,4.6,227,Yes,None,Local,Afternoon
1127,Western,Gujarat,Raichur,5,Market,1597,4.8,5.0,451,No,None,Local,Afternoon
1128,Eastern,Karnataka,Rewari,46,Garden,1759,4.9,3.1,464,Yes,None,Historical,Afternoon
1129,Southern,Delhi,Idukki,43,Mosque,1692,3.9,4.5,379,Yes,Few,Scenic,Evening
1130,Eastern,Delhi,Mysuru,47,Palace,1728,2.7,3.5,330,No,Few,Recreational,Afternoon
1131,Southern,Uttar Pradesh,Idukki,4,Beach,1989,3.5,4.3,220,Yes,Many,Historical,Morning
1132,Southern,Maharashtra,Jalna,37,Beach,2007,3.4,4.6,244,No,Many,Recreational,Morning
1133,Northern,Odisha,Patan,25,Market,1972,2.5,5.0,381,No,Few,Recreational,Afternoon
1134,Southern,Karnataka,Jamnagar,18,Monument,1925,3.0,4.8,320,Yes,Many,Local,Morning
1135,Eastern,Maharashtra,Thrissur,5,Park,1903,3.3,4.5,497,Yes,None,Recreational,Evening
1136,Northern,Delhi,Koraput,28,Mosque,1536,2.7,3.3,459,Yes,Few,Scenic,Morning
1137,Western,Uttar Pradesh,Jhansi,23,Mosque,1810,3.4,4.5,349,No,Few,Recreational,Evening
1138,Eastern,Uttar Pradesh,Akola,36,Palace,1552,2.6,3.3,374,Yes,Many,Religious,Afternoon
1139,Northern,Odisha,Mehsana,4,Garden,1615,2.0,4.5,345,Yes,None,Historical,Afternoon
1140,Eastern,Kerala,Kharagpur,21,Beach,1507,5.0,4.3,433,No,None,Local,Afternoon
1141,Southern,West Bengal,Navsari,19,Palace,1587,2.8,4.9,315,Yes,None,Religious,Morning
1142,Western,Maharashtra,Patan,27,Monument,1712,3.2,4.8,346,No,None,Scenic,Evening
1143,Northern,Delhi,Navsari,29,Park,1844,5.0,3.8,356,Yes,None,Religious,Evening
1144,Southern,Kerala,Koraput,1,Park,1876,2.5,3.1,219,No,Many,Historical,Afternoon
1145,Western,Odisha,Navsari,18,Garden,1866,2.1,3.0,238,No,Many,Local,Morning
1146,Western,Kerala,Rewari,26,Market,1579,3.2,3.9,498,Yes,Many,Local,Afternoon
1147,Southern,West Bengal,Mehsana,12,Garden,1769,2.8,3.1,345,Yes,None,Scenic,Afternoon
1148,Southern,Gujarat,Malda,25,Beach,1500,3.3,4.0,305,Yes,None,Religious,Afternoon
